"Cluster_id","Year","Location_count","Station_count","Latitude","Longitude","std_mean_temp_cluster","std_mean_vpd_cluster","std_mean_yield_cluster","std_total_precip_mean_cluster","std_total_gdd_mean_cluster"
5,2019,2,2,41.5874655,-91.8680965,-0.714835774220623,-1.06004013578021,1.87876847728584,0.668778687894485,-0.635697237866541
5,2020,1,2,41.5874655,-91.8680965,-0.554588112079496,-0.209140357957055,0.70190456351841,-0.669893954444755,-0.481573369018137
5,2021,1,2,41.5874655,-91.8680965,-0.191643320638705,-0.472471379772295,-0.257544116963376,0.307032631089168,-0.176880184014279
6,2014,1,2,42.031299025,-94.210249,-0.604740550432598,-0.55393222645628,1.045666602879,0.387095383697912,-0.672740284680552
6,2015,1,2,42.031299025,-94.210249,-0.278334073195283,-0.444707243742656,0.331121653819567,0.374434637627242,-0.301662536883392
6,2016,2,2,42.031299025,-94.210249,-0.477382912780494,-0.693011599499085,-0.202844008227556,-0.126616217707091,-0.507310963517077
6,2017,2,2,42.031299025,-94.210249,-0.459326187738079,0.502052962530327,0.521691929587734,-0.655184070281721,-0.432056475253873
6,2018,2,2,42.031299025,-94.210249,-0.459187645090695,-0.361898061211013,1.23786050087552,1.26785884589738,-0.398672204128437
6,2019,2,2,42.031299025,-94.210249,-0.912536132037961,-1.03042279639157,1.80835091299962,0.637456148482655,-0.805471012321396
7,2014,2,2,40.2701925,-87.615202,-0.638997529042479,-0.650462458791796,0.688847115024322,0.255584628270204,-0.677984346986814
7,2015,2,2,40.2701925,-87.615202,-0.372164390180396,-0.665169000919774,-0.0712706143830224,0.21899287662087,-0.403784616334961
7,2016,2,2,40.2701925,-87.615202,-0.111870464274849,-0.597992374151092,-0.274276192428541,0.012688580821925,-0.129782360832716
7,2017,2,2,40.2701925,-87.615202,-0.0385998761615607,-0.502501803000903,1.02267919227526,-0.0653616254461045,0.00272620726481949
7,2018,2,2,40.2701925,-87.615202,0.034670711951729,-0.407011231850715,1.16177834483611,-0.143411831714135,0.135234775362355
7,2019,2,2,40.2701925,-87.615202,-0.274066959655848,-0.65509536913654,2.37581641678276,-0.162549317826737,-0.248316819385057
7,2020,1,2,40.2701925,-87.615202,-0.505211512551747,-0.260137155487034,1.13501025845331,-1.08411258311522,-0.463153325896347
7,2021,1,2,40.2701925,-87.615202,-0.163066590571579,-0.174029459516048,0.434552308132756,0.648726407990651,-0.123320535103869
8,2016,1,1,42.698642,-84.482039,-0.726528773659854,-0.437789706358005,-0.213787558973486,-0.231963870705523,-0.813441328776417
8,2017,1,1,42.698642,-84.482039,-1.06244851268422,-0.53477124078725,0.277325455357597,-0.842387471719715,-1.0745034765585
8,2018,1,1,42.698642,-84.482039,-0.832578552144259,-0.843205787372243,0.440376764914704,-0.213448444370961,-0.812684340702919
8,2019,1,1,42.698642,-84.482039,-1.10944217867696,-0.934008135468183,0.677840843256631,0.327158094496302,-1.17728929192959
8,2020,1,1,42.698642,-84.482039,-1.2165264089285,-0.74902793914964,-0.796982229606813,-0.405847874543159,-1.19885796660346
8,2021,1,1,42.698642,-84.482039,-0.70491612066791,-0.430075585658405,1.19534699473172,0.561052571038846,-0.698752150220613
9,2014,1,1,44.070629,-93.526527,-1.26627245551595,-0.64353012668741,-1.12134816798231,-0.680725112932957,-1.32167653881814
9,2015,1,1,44.070629,-93.526527,-0.942489052402438,-0.314280888091676,0.149725080621856,-0.010949690743545,-1.03692834392471
9,2016,1,1,44.070629,-93.526527,-0.955696784786405,-0.855813048358686,0.108221538864109,1.69949514835293,-1.00103175006259
9,2017,1,1,44.070629,-93.526527,-1.21299818950845,-0.613259478757836,-0.118823728023767,-0.155121192241922,-1.23154010386363
9,2018,1,1,44.070629,-93.526527,-0.999476261359831,-0.794388678083802,-0.608195980537963,1.11102659832834,-0.891147800147257
9,2019,1,1,44.070629,-93.526527,-1.46533053127765,-1.26931621045017,-0.159089381988566,1.2833737485967,-1.37583958401902
9,2020,1,1,44.070629,-93.526527,-1.40479663054722,-0.691381804112618,0.465304063187209,-0.560191883000051,-1.19282400369877
9,2021,1,1,44.070629,-93.526527,-0.434222260032052,0.690194755767701,0.481436690797738,-0.992413653481985,-0.481112593669052
10,2014,1,1,38.89592,-92.208164,0.0375246904878441,0.121564875402956,-0.214074648997243,0.528119994554445,0.00284414381250226
10,2015,1,1,38.89592,-92.208164,0.179152220820526,-0.27515153996344,-2.40217886162376,0.385924447645133,0.206901798407676
10,2016,1,1,38.89592,-92.208164,0.371671083625694,-0.287051660576185,-1.57310974048925,0.533681940805144,0.37004918450901
10,2017,1,1,38.89592,-92.208164,0.197329016157342,0.557596037464475,-0.183662071746993,0.0540372601856724,0.200099876587837
11,2014,1,1,35.2993725,-77.5699765,0.613437239487719,-0.453279447350763,-0.870825330329931,0.90757645915804,0.734632194052388
11,2015,1,1,35.2993725,-77.5699765,0.913520613722024,0.0440004011069128,0.369676289992741,0.8438336277849,0.968256266880572
11,2016,1,1,35.2993725,-77.5699765,0.888656826604796,-0.383910528138302,-0.641573390246286,3.21571096969474,0.960214639954859
11,2017,1,1,35.2993725,-77.5699765,0.840868849433719,-0.178357398234574,-0.339940383463554,0.778480759339189,0.997296084714627
11,2018,1,1,35.2993725,-77.5699765,1.04666933403479,-0.12785740803805,0.839441573443166,2.40234951403334,1.13715237400384
11,2019,1,1,35.2993725,-77.5699765,1.19507621791281,0.5711522390464,-0.05507141226873,-0.157097146830986,1.20495217536933
11,2020,1,1,35.2993725,-77.5699765,0.671274176682401,-0.731183598501239,-1.68081097415654,1.98835043587277,0.793677263785249
11,2021,1,1,35.2993725,-77.5699765,0.826774444106494,-0.20244990545127,-0.755510030753005,0.586959531206574,0.974838771867513
12,2014,1,1,40.856597185,-96.606729855,-0.448113469476447,0.158510202942149,-1.58335804575026,0.556295643324433,-0.485040154977926
12,2015,1,1,40.856597185,-96.606729855,-0.325216905070117,-0.31616072511138,-1.25369620803004,0.790190119866976,-0.362792066528786
12,2016,1,1,40.856597185,-96.606729855,-0.0604157250363353,-0.139574671819085,-1.29947705176888,-0.127531011498324,-0.0652079869108239
13,2018,1,1,41.052978,-100.749467,-0.244344943703678,-0.00896126925302716,1.24329995645072,0.659264832465658,-0.240203881988652
13,2019,1,1,41.052978,-100.749467,-0.622935818122398,-0.662762340946224,0.80697473199827,0.477916111291559,-0.47679008206096
13,2020,1,1,41.052978,-100.749467,-0.383478706383444,1.95451239897033,-0.13955216449241,-2.51192273247223,-0.411612311848599
13,2021,1,1,41.052978,-100.749467,0.0115710345445258,1.8247069638282,0.314888292858157,-1.99941865887166,-0.178196685011667
14,2014,2,3,42.7309720683333,-76.6526635,-1.37919394931061,-0.793491129610454,-0.244716379323816,-0.413312591879623,-1.47752831522561
14,2015,2,3,42.7309720683333,-76.6526635,-1.07615499859877,-0.335564878540971,-1.1959670722616,-0.0631295285954954,-1.09237497759805
14,2016,2,3,42.7309720683333,-76.6526635,-0.86311335162775,0.196805554865677,-1.55715040808392,-1.04927723554505,-0.830884966991811
14,2017,3,3,42.7309720683333,-76.6526635,-1.22877357895727,-0.746598768489495,0.156413337440603,0.118951027611591,-1.22653740007355
14,2018,3,3,42.7309720683333,-76.6526635,-0.950801611245494,-0.734221948298981,-0.119452897711822,0.522192130787253,-0.873034940591524
14,2019,3,3,42.7309720683333,-76.6526635,-1.1827774200257,-0.730858126181032,1.38458343103259,-0.193835265486917,-1.23992182688033
14,2020,2,3,42.7309720683333,-76.6526635,-1.08047752919716,-0.21983071767374,0.289573497328433,-1.52233540086764,-1.00761425504953
14,2021,2,3,42.7309720683333,-76.6526635,-0.942747665344222,-0.759900634986702,0.798551911339006,1.28732565777483,-0.948645981208187
15,2015,1,1,39.856553,-83.670306,-0.471093076589249,-0.437667716153601,0.142713302537719,-0.802429278918642,-0.481694048276231
15,2016,1,1,39.856553,-83.670306,-0.101867685133705,0.0824298530831209,-0.182529713348093,-1.59442115161683,-0.143342321105814
15,2017,1,1,39.856553,-83.670306,-0.650311845245527,-0.48509168307278,0.221027189274171,-0.406286975562951,-0.648911616627825
15,2018,1,1,39.856553,-83.670306,-0.151558314662194,-0.591837448809033,0.964557460492623,-0.774326813651954,-0.0711761247656506
15,2019,1,1,39.856553,-83.670306,-0.302440493840144,-0.547562914583583,1.30743725222359,-0.705241586538011,-0.328639836488206
15,2020,1,1,39.856553,-83.670306,-0.597887307475324,-0.30850730105438,1.68750242166031,-0.948649918509382,-0.570393302975263
16,2014,2,2,42.97547175,-81.160680555,-1.48217731719958,-0.953121312412904,0.252313289213459,-0.811247891066132,-1.58242601761334
16,2015,2,2,42.97547175,-81.160680555,-1.1797848988422,-0.64811350504086,1.35726582292882,-1.12279006460856,-1.24901116918313
16,2016,2,2,42.97547175,-81.160680555,-0.774704670243607,-0.134756702444825,0.512616546322903,-2.40888035982771,-0.743299252719738
16,2017,2,2,42.97547175,-81.160680555,-1.25210416077678,-0.866940406941917,-0.789607467477792,-1.10273778470473,-1.2813532103523
17,2014,1,1,30.545296,-96.431858,1.79690547815003,1.16211110224356,-0.115073775744653,0.00895622215369211,1.77223245514391
17,2015,1,1,30.545296,-96.431858,1.9033616484001,1.03995713985395,-0.6419723448184,1.19408987457233,1.8729667231274
17,2016,1,1,30.545296,-96.431858,1.77848854222442,0.277293386749501,-1.46412037508531,0.825025467437142,1.88861114331303
18,2014,1,1,32.361354335,-99.1892502,0.753217534521944,2.71007307103647,-0.960097349354562,-1.14653811142898,0.559515619716465
18,2015,1,1,32.361354335,-99.1892502,0.91120233342246,3.01227030459967,0.389514768756471,-1.28545869656568,0.685880516492856
18,2016,1,1,32.361354335,-99.1892502,1.06918713232298,3.31446753816286,0.0396710084508761,-1.42437928170237,0.812245413269246
18,2017,1,1,32.361354335,-99.1892502,1.2271719312235,3.61666477172605,-0.41256642483318,-1.56329986683907,0.938610310045636
18,2018,1,1,32.361354335,-99.1892502,1.38515673012401,3.91886200528925,-0.257905839046776,-1.70222045197577,1.06497520682203
18,2019,1,1,32.361354335,-99.1892502,2.1637109913646,1.87178039999916,0.016893572825031,-0.699826007293909,1.96354199174771
18,2020,1,1,32.361354335,-99.1892502,1.8862377771834,1.60535647341703,-1.32654323767653,-0.857097355882748,1.76202957241415
18,2021,1,1,32.361354335,-99.1892502,1.78257093223401,0.641763589039788,-0.394009015246647,0.445349452323651,1.83592916173421
19,2014,1,2,43.18814975,-89.4355665275,-1.3509497215972,-1.00362058275461,0.852518624730597,-0.149778796501119,-1.44736947154378
19,2015,2,2,43.18814975,-89.4355665275,-1.00490713313729,-0.472908208637887,0.0293191326541115,-0.223181850309683,-1.11400399190097
19,2016,2,2,43.18814975,-89.4355665275,-0.895209064938436,-0.979061003630125,-0.0740539984801788,0.686306136934517,-0.971059410688721
19,2017,2,2,43.18814975,-89.4355665275,-1.26989303670092,-1.02454555088477,1.10894737266253,0.0546959117153606,-1.34405157035292
19,2018,2,2,43.18814975,-89.4355665275,-1.00949751285396,-1.01942284702509,0.395909762107173,2.56796378199823,-0.952600969621174
19,2019,2,2,43.18814975,-89.4355665275,-1.39429509787549,-1.34126998563527,0.668549460037083,1.30660951089403,-1.36930096239866
19,2020,2,2,43.18814975,-89.4355665275,-1.46333551715532,-1.06658669588974,0.809523143307194,0.27450256387291,-1.36992081495159
19,2021,2,2,43.18814975,-89.4355665275,-0.623286792829104,-0.264746563524021,1.25788311909671,-1.00437915627132,-0.627353912795592
